danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,album_uri,track_number,track_name,album_name,album_img,album_release_date,album_release_year,artist_img
0.65,0.756,5.0,-7.531,1.0,0.0829,0.261,NA,0.466,0.79,135.869,6jcO51f5vHa9cJfCnfX1Rf,289973.0,4.0,709gu2Yj2tfqmNMIEDfOPg,1.0,Soul Shakedown Party,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.24,0.844,2.0,-6.961,1.0,0.0505,0.259,0.0582,0.956,0.34,94.237,2jT3iJ9w0WD51E2VRDPzOD,812453.0,4.0,709gu2Yj2tfqmNMIEDfOPg,2.0,Divided Sky,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.365,0.875,9.0,-5.44,1.0,0.141,0.282,5.96e-4,0.763,0.258,100.544,6nnNtd2jWP9GemBULz9Ufm,284760.0,4.0,709gu2Yj2tfqmNMIEDfOPg,3.0,Wilson,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.443,0.96,9.0,-4.663,1.0,0.0775,0.185,0.128,0.919,0.67,128.518,3LeOqlr75FsG7j71GMVJc4,313120.0,4.0,709gu2Yj2tfqmNMIEDfOPg,4.0,My Soul,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.347,0.852,0.0,-6.527,1.0,0.0513,0.263,0.297,0.942,0.472,141.856,3JenRA5oFMMABGRXatnK80,613520.0,3.0,709gu2Yj2tfqmNMIEDfOPg,5.0,Guyute,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.335,0.883,5.0,-6.722,0.0,0.046,0.385,0.202,0.779,0.766,98.515,7wmL8PnzLRlnxtGh79NGbt,425413.0,4.0,709gu2Yj2tfqmNMIEDfOPg,6.0,Timber,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.331,0.717,10.0,-6.531,1.0,0.0289,0.347,1.33e-4,0.901,0.252,72.495,6FxgVZ7hMXu6o2hKuzljCW,416440.0,4.0,709gu2Yj2tfqmNMIEDfOPg,7.0,Billy Breathes,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.267,0.991,11.0,-5.196,0.0,0.139,0.111,0.144,0.705,0.294,96.255,3j1gqxYdX5eDJQmT9myjUd,242933.0,4.0,709gu2Yj2tfqmNMIEDfOPg,8.0,Llama,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.434,0.834,0.0,-5.999,1.0,0.0423,0.21,0.0524,0.369,0.824,118.021,1nZBf3KEHNO1NwVMnCPRWd,783173.0,4.0,709gu2Yj2tfqmNMIEDfOPg,9.0,Bathtub Gin,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.466,0.933,5.0,-5.979,1.0,0.0617,0.26,0.00182,0.697,0.535,101.771,4jkAhuBnSCn4p4WCkBHaoM,297987.0,4.0,709gu2Yj2tfqmNMIEDfOPg,10.0,Golgi Apparatus,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.269,0.688,0.0,-8.59,1.0,0.0333,0.654,0.107,0.683,0.208,90.478,1ivB1ZnkVjiTkf9ZntcVIC,617360.0,4.0,709gu2Yj2tfqmNMIEDfOPg,11.0,The Squirming Coil,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.496,0.868,2.0,-6.165,1.0,0.0515,0.32,0.109,0.355,0.655,142.017,3GgcI3Efpom6Se3xRho66s,1098160.0,4.0,709gu2Yj2tfqmNMIEDfOPg,12.0,Down With Disease,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.166,0.938,6.0,-6.122,0.0,0.203,0.156,0.272,0.735,0.311,181.124,4LjnuJwH0om243WQ1PUeIZ,1286067.0,4.0,709gu2Yj2tfqmNMIEDfOPg,13.0,Carini,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.202,0.957,2.0,-5.731,1.0,0.0659,0.102,0.00243,0.258,0.423,79.372,5wbFz8enjPpVgO7eZxeHMv,394893.0,4.0,709gu2Yj2tfqmNMIEDfOPg,14.0,Taste,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.236,0.991,2.0,-4.285,1.0,0.155,0.134,0.0,0.928,0.25,146.485,0v4ICFOHuF8eJdVtLbSRyx,84933.0,4.0,709gu2Yj2tfqmNMIEDfOPg,15.0,Down With Disease,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.491,0.958,7.0,-5.634,1.0,0.106,0.345,NA,0.869,0.535,133.616,2HlZK6lKbIBIYU2lNdpdah,379520.0,4.0,709gu2Yj2tfqmNMIEDfOPg,16.0,Suzy Greenberg,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.139,0.811,7.0,-6.569,1.0,0.045,0.463,0.0128,0.841,0.232,78.764,6x2ed25LrKVkEbKJ3dwa76,497773.0,4.0,709gu2Yj2tfqmNMIEDfOPg,17.0,Prince Caspian,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.343,0.575,0.0,-7.935,1.0,0.0343,0.349,0.00189,0.923,0.393,144.916,6q5bwBUx1i2lehnKwkwFUW,356440.0,4.0,709gu2Yj2tfqmNMIEDfOPg,18.0,Sleeping Monkey,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.241,0.996,7.0,-5.05,1.0,0.253,0.482,0.0,0.954,0.112,178.094,7bYPSaKkmNOKttOsVgqaG8,191160.0,4.0,709gu2Yj2tfqmNMIEDfOPg,19.0,Rocky Top,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.426,0.822,7.0,-6.444,1.0,0.041,0.157,0.0595,0.953,0.705,123.274,6jAqFpxmF6JaaFtkEAa0br,1346587.0,4.0,709gu2Yj2tfqmNMIEDfOPg,20.0,Ghost,Amsterdam,https://i.scdn.co/image/712c79cf7a60b44b7b8e593bbd9b89f85c5556b4,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.56,0.716,0.0,-10.007,1.0,0.0518,0.636,0.132,0.374,0.826,123.089,5wmXnGuHLzUCcTqNJ2L6Ij,334800.0,4.0,3geRJavlyRU9kD2YSDHDnL,1.0,AC/DC Bag,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.456,0.671,7.0,-9.004,1.0,0.0284,0.63,0.795,0.105,0.636,129.59,0fVIvJvuHHjynfcCII2RMs,392427.0,4.0,3geRJavlyRU9kD2YSDHDnL,2.0,Psycho Killer,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.572,0.632,0.0,-8.602,1.0,0.0275,0.44,0.809,0.721,0.775,124.093,37HaBJVZq5zRGUkpKfkyCK,631267.0,3.0,3geRJavlyRU9kD2YSDHDnL,3.0,Jesus Just Left Chicago,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.687,0.808,7.0,-9.821,1.0,0.0343,0.852,0.0675,0.257,0.934,132.986,0zavZFUv6tG2ce1VcAp9b1,144707.0,4.0,3geRJavlyRU9kD2YSDHDnL,4.0,My Mind's Got A Mind Of His Own,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.505,0.714,9.0,-10.323,0.0,0.0459,0.808,0.462,0.247,0.311,113.957,4OANLzXsetNGQTNOfwzv2w,401240.0,4.0,3geRJavlyRU9kD2YSDHDnL,5.0,It's Ice,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.334,0.143,10.0,-21.759,1.0,0.0358,0.963,0.0582,0.11,0.115,141.228,7jxxzUVzBXpHhoS5BTMz8y,65e3,4.0,3geRJavlyRU9kD2YSDHDnL,6.0,Swept Away,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.598,0.182,7.0,-19.257,1.0,0.0312,0.827,0.662,0.204,0.11,64.081,31jPGfYUULc9eRRcw43pnf,117387.0,5.0,3geRJavlyRU9kD2YSDHDnL,7.0,Steep,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.527,0.827,4.0,-9.198,0.0,0.0398,0.733,0.563,0.197,0.268,111.326,5dKOEjrHDp8CowWaGoSolg,114013.0,4.0,3geRJavlyRU9kD2YSDHDnL,8.0,It's Ice,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.318,0.594,7.0,-9.616,1.0,0.0329,0.783,0.849,0.693,0.393,85.253,6DK8PFLP6U30jaMZCb2Uvn,650627.0,4.0,3geRJavlyRU9kD2YSDHDnL,9.0,Theme From The Bottom,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.619,0.875,4.0,-10.133,0.0,0.0677,0.54,0.449,0.968,0.642,119.359,5HnIdC5hPmGqT6BmmZ18Qz,380120.0,4.0,3geRJavlyRU9kD2YSDHDnL,10.0,Tube,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.539,0.552,4.0,-13.599,0.0,0.0336,0.521,0.848,0.401,0.397,125.711,3ssRVkKmdhmj9DUyA4O5MD,377680.0,4.0,3geRJavlyRU9kD2YSDHDnL,11.0,Dayton Jam,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.301,0.467,2.0,-10.094,1.0,0.0261,0.812,0.842,0.695,0.331,87.471,7m4URZOLaiceZxa1UvmhrI,761467.0,4.0,3geRJavlyRU9kD2YSDHDnL,12.0,Slave To The Traffic Light,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.353,0.548,5.0,-11.963,0.0,0.0326,0.78,0.426,0.449,0.606,95.686,0eiziHBpvpBoWCLBHC3rbO,569947.0,4.0,3geRJavlyRU9kD2YSDHDnL,13.0,Timber,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.504,0.683,3.0,-10.011,1.0,0.0402,0.784,0.516,0.284,0.746,92.662,7AUxG0akcWHhaX38JMx6ky,454213.0,4.0,3geRJavlyRU9kD2YSDHDnL,14.0,Wolfman's Brother,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.606,0.684,5.0,-11.142,0.0,0.0343,0.489,0.358,0.093,0.883,109.332,4mAu6ZFtm18vspkLrgMpxP,456627.0,4.0,3geRJavlyRU9kD2YSDHDnL,15.0,Boogie On Reggae Woman,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.397,0.521,10.0,-10.736,1.0,0.0301,0.872,0.567,0.704,0.535,101.225,1cIM5iqb7GMFR3NksFI8QA,843893.0,4.0,3geRJavlyRU9kD2YSDHDnL,16.0,Reba,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.377,0.587,7.0,-9.71,1.0,0.028,0.748,0.648,0.868,0.63,142.466,2FPhS4Hp3okMaY0Qq6MWC6,615533.0,3.0,3geRJavlyRU9kD2YSDHDnL,17.0,Guyute,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.414,0.811,9.0,-9.839,1.0,0.0389,0.676,0.862,0.959,0.698,107.013,41UzBNykRyFR6DMvumdLqY,755853.0,4.0,3geRJavlyRU9kD2YSDHDnL,18.0,Possum,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.299,0.513,4.0,-10.488,0.0,0.0354,0.809,0.025,0.936,0.352,75.55,77PyTrCIjF3yz7UUeN6HxO,299160.0,4.0,3geRJavlyRU9kD2YSDHDnL,19.0,A Day In The Life,LivePhish 12/07/97,https://i.scdn.co/image/84b4f73c43864497b2e30dacb25a59aff7397e4c,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.539,0.815,8.0,-9.576,1.0,0.0791,0.799,0.114,0.554,0.783,168.092,2Go0BblipyzwoAWlQrKE7o,395680.0,4.0,5EKZeVFYxfOSow9MCdpedG,1.0,NICU,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.468,0.741,5.0,-9.066,1.0,0.0341,0.87,0.0826,0.801,0.654,94.026,1GxBBAWqVqEAMDc1q52rUa,283573.0,4.0,5EKZeVFYxfOSow9MCdpedG,2.0,Golgi Apparatus,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.352,0.811,0.0,-6.44,1.0,0.0445,0.775,0.821,0.402,0.79,127.59,517MdRLuWOsGsO0awpyhhm,307800.0,4.0,5EKZeVFYxfOSow9MCdpedG,3.0,Crossroads,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.637,0.723,0.0,-10.665,1.0,0.0303,0.685,0.912,0.799,0.869,109.68,5X2VzRQaxVOdGzQZJ6Re83,330733.0,4.0,5EKZeVFYxfOSow9MCdpedG,4.0,Cars Trucks Buses,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.409,0.179,2.0,-19.143,1.0,0.0349,0.961,0.164,0.444,0.41,172.5,6E0pdRtBKsZZMyKfM8xYZQ,180853.0,4.0,5EKZeVFYxfOSow9MCdpedG,5.0,Train Song,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.242,0.651,7.0,-8.716,1.0,0.0381,0.877,0.805,0.453,0.42,84.524,3bML5Rs4PNiE7CZ4G1LeiO,75e4,4.0,5EKZeVFYxfOSow9MCdpedG,6.0,Theme From The Bottom,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.361,0.642,0.0,-8.593,1.0,0.0306,0.868,0.653,0.737,0.547,93.774,15CLBWAL6PgRTIa58MH3aV,988040.0,4.0,5EKZeVFYxfOSow9MCdpedG,7.0,Fluffhead,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.472,0.356,7.0,-13.917,1.0,0.0292,0.899,0.427,0.965,0.237,136.789,69Staclg1w7M5UUzfjgFDk,250253.0,4.0,5EKZeVFYxfOSow9MCdpedG,8.0,Dirt,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.408,0.741,2.0,-9.046,1.0,0.0504,0.797,0.915,0.944,0.789,113.004,4LsAP2XSoirnJDY6dMgTMg,981880.0,4.0,5EKZeVFYxfOSow9MCdpedG,9.0,Run Like An Antelope,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.328,0.631,2.0,-9.032,1.0,0.0299,0.731,0.854,0.381,0.683,143.688,11idapvwAlHu1bzRk7BdSv,1415827.0,4.0,5EKZeVFYxfOSow9MCdpedG,10.0,Down With Disease,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.361,0.774,4.0,-9.085,0.0,0.0329,0.83,0.866,0.33,0.568,96.42,4vKn3dCV3RP4YXzdiZmSYc,1188667.0,4.0,5EKZeVFYxfOSow9MCdpedG,11.0,David Bowie,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.462,0.882,9.0,-7.519,1.0,0.0443,0.762,0.884,0.913,0.808,97.976,1QQ6hdEO78jppBeyWA4ZLG,635027.0,4.0,5EKZeVFYxfOSow9MCdpedG,12.0,Possum>I Can't Turn You Loose,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.618,0.873,7.0,-9.578,1.0,0.0374,0.701,0.816,0.935,0.679,109.603,7tPpw7yF1KppkXO0KpCag8,649893.0,4.0,5EKZeVFYxfOSow9MCdpedG,13.0,Tube,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.472,0.731,0.0,-11.372,1.0,0.0757,0.639,0.709,0.9,0.359,102.574,2zrNnwe1cfDRGj9lJijz5N,1172880.0,4.0,5EKZeVFYxfOSow9MCdpedG,14.0,You Enjoy Myself,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.257,0.907,2.0,-6.794,1.0,0.0713,0.76,0.626,0.95,0.684,95.798,03SSzWWKYqtdt8t0PPcnIN,451027.0,4.0,5EKZeVFYxfOSow9MCdpedG,15.0,Good Times Bad Times,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.769,0.469,5.0,-13.106,1.0,0.0441,0.775,0.645,0.104,0.864,116.593,1KwUGkW2BjKZ7C0Savc4I8,349600.0,4.0,5EKZeVFYxfOSow9MCdpedG,16.0,Funky Bitch,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.701,0.45,5.0,-12.362,1.0,0.0351,0.888,0.766,0.285,0.45,119.841,3KoDDRpXOdJQsXiLRCsF5J,490613.0,4.0,5EKZeVFYxfOSow9MCdpedG,17.0,New York Soundcheck Jam,LivePhish 12/29/97,https://i.scdn.co/image/61e4be968f2318e54c37fa45436e513243098294,1997,1997.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.562,0.951,4.0,-6.718,0.0,0.0716,0.488,0.716,0.98,0.574,116.008,76xe6Z15vJzaSEYCScmMup,507227.0,4.0,4y9G2cAlQTIn0U3G59nkm3,1.0,Tube,LivePhish 04/02/98,https://i.scdn.co/image/7edc3c354312e4bb03c2d535ec566f5ecd9171d3,1998,1998.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.626,0.946,7.0,-6.6,1.0,0.0549,0.889,0.131,0.958,0.898,138.343,2j6UOWgc5Vz1nJxIRrAoiE,156453.0,4.0,4y9G2cAlQTIn0U3G59nkm3,2.0,My Mind's Got A Mind Of Its Own,LivePhish 04/02/98,https://i.scdn.co/image/7edc3c354312e4bb03c2d535ec566f5ecd9171d3,1998,1998.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.494,0.797,2.0,-4.907,1.0,0.0302,0.826,0.216,0.542,0.608,91.656,39DpFYUh24UuxirGSUaPv5,236653.0,4.0,4y9G2cAlQTIn0U3G59nkm3,3.0,The Sloth,LivePhish 04/02/98,https://i.scdn.co/image/7edc3c354312e4bb03c2d535ec566f5ecd9171d3,1998,1998.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.443,0.897,8.0,-6.333,1.0,0.207,0.841,0.0139,0.924,0.665,173.795,3R5J6lnEqn1X6LhLfpy1X3,381507.0,4.0,4y9G2cAlQTIn0U3G59nkm3,4.0,NICU,LivePhish 04/02/98,https://i.scdn.co/image/7edc3c354312e4bb03c2d535ec566f5ecd9171d3,1998,1998.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.392,0.751,2.0,-7.207,1.0,0.03,0.881,0.738,0.408,0.419,90.48,4yEQrG1vdl2ZpZsV5aLbud,1167720.0,4.0,4y9G2cAlQTIn0U3G59nkm3,5.0,Stash,LivePhish 04/02/98,https://i.scdn.co/image/7edc3c354312e4bb03c2d535ec566f5ecd9171d3,1998,1998.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.362,0.594,9.0,-6.036,1.0,0.0331,0.927,0.265,0.226,0.204,74.119,5FDlNNNKydJ2vu3VNyGVIV,230427.0,4.0,4y9G2cAlQTIn0U3G59nkm3,6.0,The Horn,LivePhish 04/02/98,https://i.scdn.co/image/7edc3c354312e4bb03c2d535ec566f5ecd9171d3,1998,1998.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.386,0.512,7.0,-7.57,1.0,0.0268,0.901,0.00113,0.434,0.323,74.21,7H0wSQQhE38Yp2BWBMNTh4,328587.0,4.0,4y9G2cAlQTIn0U3G59nkm3,7.0,Waste,LivePhish 04/02/98,https://i.scdn.co/image/7edc3c354312e4bb03c2d535ec566f5ecd9171d3,1998,1998.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.384,0.933,11.0,-4.944,0.0,0.0603,0.808,0.804,0.963,0.686,110.003,3h4xrHz6PXcE4RTel5Xbvo,675627.0,4.0,4y9G2cAlQTIn0U3G59nkm3,8.0,Chalk Dust Torture,LivePhish 04/02/98,https://i.scdn.co/image/7edc3c354312e4bb03c2d535ec566f5ecd9171d3,1998,1998.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.438,0.931,2.0,-7.042,1.0,0.0605,0.821,0.567,0.477,0.519,127.638,3jYFqzv0BalYsdlePnTLSe,625267.0,4.0,4y9G2cAlQTIn0U3G59nkm3,9.0,Punch You In The Eye,LivePhish 04/02/98,https://i.scdn.co/image/7edc3c354312e4bb03c2d535ec566f5ecd9171d3,1998,1998.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.441,0.728,5.0,-5.722,1.0,0.0282,0.845,0.428,0.147,0.515,98.49,015onfvFitAp5rFOMSsQRl,611933.0,4.0,4y9G2cAlQTIn0U3G59nkm3,10.0,Simple,LivePhish 04/02/98,https://i.scdn.co/image/7edc3c354312e4bb03c2d535ec566f5ecd9171d3,1998,1998.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.442,0.842,7.0,-6.02,0.0,0.0419,0.626,0.315,0.866,0.672,90.712,6BtJhDyvW8EuQ4rPRYJPFx,599240.0,4.0,4y9G2cAlQTIn0U3G59nkm3,11.0,Birds Of A Feather,LivePhish 04/02/98,https://i.scdn.co/image/7edc3c354312e4bb03c2d535ec566f5ecd9171d3,1998,1998.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
