danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,album_uri,track_number,track_name,album_name,album_img,album_release_date,album_release_year,artist_img
0.499,0.647,6.0,-16.396,1.0,0.032,0.108,0.929,0.135,0.61,117.014,24pPoWsrwgpCXcDgs13oti,179493.0,4.0,4vuzwquN18fuTzMpvj5FgZ,9.0,All Things Reconsidered - Live,"PHISH: 12/12/92 The Spectrum, Toronto, ON (Live)",https://i.scdn.co/image/01dd6bddb35046bde1a6b846724925ca9412a344,1992,1992.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.639,0.499,7.0,-10.924,1.0,0.04,0.453,0.0355,0.461,0.483,110.41,2pT7NrSnfbcoBAUGXkiSBg,218227.0,4.0,4vuzwquN18fuTzMpvj5FgZ,10.0,Bouncing Around the Room - Live,"PHISH: 12/12/92 The Spectrum, Toronto, ON (Live)",https://i.scdn.co/image/01dd6bddb35046bde1a6b846724925ca9412a344,1992,1992.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.391,0.729,4.0,-9.654,0.0,0.0427,0.418,0.679,0.836,0.575,133.82,0JjP98HIYPqDueR8jzAIL1,707747.0,4.0,4vuzwquN18fuTzMpvj5FgZ,11.0,Run Like an Antelope - Live,"PHISH: 12/12/92 The Spectrum, Toronto, ON (Live)",https://i.scdn.co/image/01dd6bddb35046bde1a6b846724925ca9412a344,1992,1992.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.385,0.863,5.0,-9.018,1.0,0.0567,0.156,0.488,0.391,0.578,171.648,21IxybYsXWSZCuV3tRaRsA,561440.0,4.0,4vuzwquN18fuTzMpvj5FgZ,12.0,Maze - Live,"PHISH: 12/12/92 The Spectrum, Toronto, ON (Live)",https://i.scdn.co/image/01dd6bddb35046bde1a6b846724925ca9412a344,1992,1992.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.336,0.566,7.0,-13.277,1.0,0.0586,0.709,0.326,0.468,0.413,92.437,4s6OHDHgJlTTjplL8kUmXQ,305480.0,4.0,4vuzwquN18fuTzMpvj5FgZ,13.0,Glide - Live,"PHISH: 12/12/92 The Spectrum, Toronto, ON (Live)",https://i.scdn.co/image/01dd6bddb35046bde1a6b846724925ca9412a344,1992,1992.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.422,0.738,2.0,-9.295,1.0,0.0343,0.372,0.472,0.718,0.427,87.931,17sVwdP1qormXAYHpOf4BV,374013.0,4.0,4vuzwquN18fuTzMpvj5FgZ,14.0,The Curtain - Live,"PHISH: 12/12/92 The Spectrum, Toronto, ON (Live)",https://i.scdn.co/image/01dd6bddb35046bde1a6b846724925ca9412a344,1992,1992.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.425,0.707,4.0,-8.565,0.0,0.0271,0.473,0.383,0.264,0.475,92.476,3XDf144kIK5aql04ZfQLUT,874373.0,4.0,4vuzwquN18fuTzMpvj5FgZ,15.0,Tweezer - Live,"PHISH: 12/12/92 The Spectrum, Toronto, ON (Live)",https://i.scdn.co/image/01dd6bddb35046bde1a6b846724925ca9412a344,1992,1992.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.315,0.797,7.0,-9.689,0.0,0.0575,0.396,0.0163,0.38,0.322,155.26,2uXRNQBRs7ldJuoPHDtdnP,366147.0,4.0,4vuzwquN18fuTzMpvj5FgZ,16.0,Rift - Live,"PHISH: 12/12/92 The Spectrum, Toronto, ON (Live)",https://i.scdn.co/image/01dd6bddb35046bde1a6b846724925ca9412a344,1992,1992.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.435,0.586,9.0,-11.234,1.0,0.0381,0.737,0.0604,0.984,0.353,77.34,4Td1JcGb4rk02QJJuhTigT,371813.0,4.0,4vuzwquN18fuTzMpvj5FgZ,17.0,Guelah Papyrus - Live,"PHISH: 12/12/92 The Spectrum, Toronto, ON (Live)",https://i.scdn.co/image/01dd6bddb35046bde1a6b846724925ca9412a344,1992,1992.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.478,0.577,7.0,-10.744,1.0,0.0463,0.617,0.781,0.875,0.454,106.623,6tqCEw7jqoU1XLxmYy2PAh,1079e3,4.0,4vuzwquN18fuTzMpvj5FgZ,18.0,You Enjoy Myself - Live,"PHISH: 12/12/92 The Spectrum, Toronto, ON (Live)",https://i.scdn.co/image/01dd6bddb35046bde1a6b846724925ca9412a344,1992,1992.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.513,0.296,7.0,-13.181,1.0,0.0467,0.188,0.422,0.99,0.633,138.475,6gAfF5XXFWCBDwZuDffEwA,78080.0,4.0,4vuzwquN18fuTzMpvj5FgZ,19.0,Hold Your Head Up 1 - Live,"PHISH: 12/12/92 The Spectrum, Toronto, ON (Live)",https://i.scdn.co/image/01dd6bddb35046bde1a6b846724925ca9412a344,1992,1992.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.579,0.241,2.0,-14.32,1.0,0.0512,0.943,0.00701,0.705,0.409,124.133,4VY84ZJk1LsTy9h32f7oes,255907.0,4.0,4vuzwquN18fuTzMpvj5FgZ,20.0,If I Only Had a Brain - Live,"PHISH: 12/12/92 The Spectrum, Toronto, ON (Live)",https://i.scdn.co/image/01dd6bddb35046bde1a6b846724925ca9412a344,1992,1992.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.558,0.927,4.0,-9.848,1.0,0.0403,0.431,0.756,0.377,0.46,129.582,3nqCH8xibIEyFK9Jd2ncEQ,124373.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,1.0,"Rock And Roll Part 2 - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.432,0.906,7.0,-6.689,1.0,0.0438,0.608,0.0434,0.789,0.579,124.025,0b7Pfq7AAe2dxEbHyJe2NA,252960.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,2.0,"Tube - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.452,0.874,9.0,-4.629,1.0,0.0354,0.621,NA,0.439,0.627,88.943,2bfhK8nD4HioihYdIWcsDH,268800.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,3.0,"Quinn The Eskimo - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.504,0.943,5.0,-5.912,1.0,0.0376,0.207,0.168,0.931,0.782,96.887,5yRhBK4TfdKs1USnevfPtv,395640.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,4.0,"Funky Bitch - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.431,0.834,9.0,-7.749,1.0,0.0401,0.652,0.13,0.924,0.297,137.533,4GtXVGubvhsONykEXuHqEJ,372040.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,5.0,"Guelah Papyrus - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.35,0.875,7.0,-7.109,0.0,0.0574,0.724,0.00185,0.848,0.368,161.931,3uQKWIFYOvTbcIzckXTVbL,354067.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,6.0,"Rift - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.558,0.503,0.0,-9.45,1.0,0.0611,0.355,0.0121,0.151,0.334,138.331,3vMMjKd45xWw0NJ09l3vYx,376533.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,7.0,"Meat - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.395,0.808,2.0,-8.518,0.0,0.0383,0.728,0.159,0.745,0.693,93.03,5XF4PQXRn1Efq9urbOiRH3,765e3,4.0,1YmOsXsyMeT6ooPkkdHfSV,8.0,"Stash - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.291,0.29,2.0,-20.854,1.0,0.0521,0.927,0.0108,0.94,0.232,172.551,6yx9Ssfx40EG0CsDEJrLeQ,210507.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,9.0,"Train Song - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.396,0.942,9.0,-7.087,1.0,0.0416,0.514,0.422,0.636,0.702,96.937,77jO0WSFrcJoHwh0OSh4zj,600533.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,10.0,"Possum - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.5,0.517,7.0,-9.811,1.0,0.026,0.745,0.0497,0.993,0.249,131.495,0AGkJpAcM24loHpyEhAvJs,490600.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,11.0,"Roggae - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.475,0.395,7.0,-13.615,1.0,0.0304,0.746,0.0459,0.959,0.425,145.127,50kUW3zIlFMzQSAcv12K9v,219267.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,12.0,"Driver - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.42,0.855,1.0,-7.325,0.0,0.0342,0.603,0.445,0.953,0.825,113.424,2YKSgzOabJDgDzSmy8R5dy,770440.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,13.0,"Split Open and Melt - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.376,0.747,5.0,-7.301,1.0,0.028,0.545,0.736,0.408,0.722,111.046,1uExCjxE4VAi4xwdxDYfGL,852867.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,14.0,"Bathtub Gin - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.268,0.806,0.0,-7.891,1.0,0.0402,0.711,0.826,0.797,0.265,138.761,41UoQ72tVCS38KuZ2bNqkw,424600.0,3.0,1YmOsXsyMeT6ooPkkdHfSV,15.0,"Piper - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.326,0.863,10.0,-5.921,0.0,0.0357,0.4,0.0505,0.11,0.44,155.258,6xFm6xaflHS4ibCAyrptIa,273240.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,16.0,"Axilla I - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.444,0.82,10.0,-5.85,1.0,0.0275,0.396,2.45e-4,0.143,0.742,98.137,3pf8jol5pPxgdDiSRMvyrp,321400.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,17.0,"Roses Are Free - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.389,0.772,2.0,-6.028,1.0,0.0327,0.586,NA,0.393,0.412,142.061,3pEusMfuvd67YLb8454wZo,297973.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,18.0,"Farmhouse - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.506,0.85,2.0,-7.268,1.0,0.0664,0.219,0.00397,0.754,0.62,111.404,7nsLTsE3X93Isuv0qfUgN0,433467.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,19.0,"Gettin' Jiggy Wit It - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.337,0.673,2.0,-9.371,1.0,0.0302,0.643,0.173,0.859,0.624,103.984,3VSM3xBPjrTmeGFYG0Z2HA,768960.0,4.0,1YmOsXsyMeT6ooPkkdHfSV,20.0,"Harry Hood - Live - Hampton, 1998",Hampton Comes Alive,https://i.scdn.co/image/d74aeefe914c095e9d3ebca16dd5b7036d342769,1993-11-23,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.348,0.934,9.0,-7.342,0.0,0.0525,0.0389,0.881,0.591,0.479,92.48,0Cd14Fzw963cuTvg9SBtC1,322707.0,4.0,0Z99VST8fQ26iWvtGwSo90,1.0,Llama - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.661,0.607,7.0,-8.035,1.0,0.0428,0.438,0.081,0.268,0.613,108.671,7LJMheMYXZNRpJsEimTm86,217080.0,4.0,0Z99VST8fQ26iWvtGwSo90,2.0,Bouncing Around The Room - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.438,0.938,0.0,-7.738,1.0,0.0482,0.416,0.0267,0.631,0.912,159.75,3KZ7x3VhVMzoATQ4xXLb9r,139733.0,4.0,0Z99VST8fQ26iWvtGwSo90,3.0,Poor Heart - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.376,0.708,9.0,-8.802,0.0,0.0322,0.405,0.432,0.19,0.743,95.273,4RGY79h7YYRWGN54OoPIqy,745827.0,4.0,0Z99VST8fQ26iWvtGwSo90,4.0,Stash - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.761,0.434,9.0,-10.991,1.0,0.0705,0.404,0.0337,0.677,0.594,151.962,5lQAER8Q89tTvm7kmIjzSn,355573.0,4.0,0Z99VST8fQ26iWvtGwSo90,5.0,Makisupa Policeman - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.391,0.649,7.0,-8.361,0.0,0.0303,0.452,0.528,0.882,0.756,96.961,38nv6QfSZE3gC7LPZAXJ72,653267.0,4.0,0Z99VST8fQ26iWvtGwSo90,6.0,Reba - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.476,0.843,0.0,-7.96,1.0,0.0371,0.0407,0.8,0.452,0.881,88.62,73E6vjTUIMnfyRA5OOqcsH,561933.0,4.0,0Z99VST8fQ26iWvtGwSo90,7.0,Maze - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.53,0.672,6.0,-8.697,0.0,0.0395,0.649,0.0115,0.834,0.508,85.722,1qvrgbjxXbaO1YGyb2vwr0,326080.0,4.0,0Z99VST8fQ26iWvtGwSo90,8.0,Colonel Forbin's Ascent - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.447,0.475,5.0,-12.047,1.0,0.052,0.751,0.229,0.261,0.345,130.658,1Tz9qLMq4ARtIE7A1EHU7v,754467.0,3.0,0Z99VST8fQ26iWvtGwSo90,9.0,Fly Famous Mockingbird - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.438,0.786,11.0,-7.202,0.0,0.181,0.422,5.55e-4,0.689,0.535,117.813,1o1CcvBHGgeAUqYAIPgX5I,310947.0,4.0,0Z99VST8fQ26iWvtGwSo90,10.0,Cavern - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.391,0.623,0.0,-9.119,1.0,0.0376,0.434,0.914,0.921,0.395,111.445,0U9LeCIfM52KDHX8J30lKv,259093.0,4.0,0Z99VST8fQ26iWvtGwSo90,11.0,2001 - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.435,0.701,11.0,-8.815,0.0,0.0363,0.328,0.808,0.136,0.649,105.913,393Ujh9M7TPPKx7lS903mE,592480.0,4.0,0Z99VST8fQ26iWvtGwSo90,12.0,Mike's Song - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.434,0.591,4.0,-11.204,0.0,0.0906,0.284,0.021,0.671,0.343,89.553,7D6DRTiHglzNsbbzU6oBsb,191120.0,3.0,0Z99VST8fQ26iWvtGwSo90,13.0,Kung - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.215,0.905,6.0,-5.823,0.0,0.0948,0.026,0.435,0.197,0.466,105.908,62z0VDNdLiOsJSfZyMoy11,111280.0,4.0,0Z99VST8fQ26iWvtGwSo90,14.0,Mike's Song - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.268,0.299,11.0,-17.366,1.0,0.0352,0.97,0.935,0.433,0.256,149.771,3po4Gbiwimw7dhwKJU4cIw,218893.0,4.0,0Z99VST8fQ26iWvtGwSo90,15.0,The Man Who Stepped into Yesterday - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.704,0.737,1.0,-7.846,0.0,0.035,0.506,0.00314,0.102,0.554,94.192,4dcuDn0bswyBMyPCbLyRLy,185240.0,4.0,0Z99VST8fQ26iWvtGwSo90,16.0,Avenu Malkenu - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.525,0.749,9.0,-7.162,1.0,0.0363,0.0406,0.233,0.123,0.624,100.653,3RHroGADq4x6e2geOAwaVr,214667.0,3.0,0Z99VST8fQ26iWvtGwSo90,17.0,The Sloth - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.377,0.874,0.0,-8.931,1.0,0.0493,0.341,0.0591,0.987,0.823,151.811,3br8verN2eWVwEZdlzEd8c,228533.0,4.0,0Z99VST8fQ26iWvtGwSo90,18.0,Sparkle - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.388,0.559,9.0,-9.52,1.0,0.0331,0.476,0.0756,0.371,0.242,94.05,7jtnBQTMf3zEp4IQDfnP4I,438707.0,4.0,0Z99VST8fQ26iWvtGwSo90,19.0,"My Friend, My Friend - Live","8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.406,0.472,9.0,-11.73,1.0,0.0315,0.707,0.737,0.176,0.51,91.979,6k6cjLfylupGdPzq32b4MB,657093.0,4.0,0Z99VST8fQ26iWvtGwSo90,20.0,McGrupp and the Watchful Hosemasters - Live,"8/7/93 Darien Lake Performing Arts Center, Darien Center, NY (Live)",https://i.scdn.co/image/75c3751afb06a0834a187e8046bf048e1d127570,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.313,0.729,7.0,-9.423,1.0,0.049,0.771,0.2,0.422,0.53,89.101,0Qb0K8B0ssiDyXlbWfgnjQ,399160.0,4.0,0Pab6zdffph0qRBa5FeGQY,1.0,Loving Cup,At The Roxy (Atlanta  93),https://i.scdn.co/image/3872213aedca03c0510f453c54c3948b5b1fb014,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.308,0.816,0.0,-9.687,1.0,0.0518,0.725,0.073,0.634,0.48,158.599,6edfNbAb6H5ciRUVh7MFqD,367453.0,4.0,0Pab6zdffph0qRBa5FeGQY,2.0,Rift,At The Roxy (Atlanta  93),https://i.scdn.co/image/3872213aedca03c0510f453c54c3948b5b1fb014,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.363,0.8,1.0,-8.53,0.0,0.0464,0.788,0.86,0.718,0.406,117.607,2TVPwjH0DHQTUck3Hdz4sX,528707.0,4.0,0Pab6zdffph0qRBa5FeGQY,3.0,Split Open and Melt,At The Roxy (Atlanta  93),https://i.scdn.co/image/3872213aedca03c0510f453c54c3948b5b1fb014,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.388,0.582,2.0,-11.668,1.0,0.049,0.769,0.0018600000000000001,0.32,0.548,84.461,3XJvWnTMdyPK4WditOoZcY,311240.0,4.0,0Pab6zdffph0qRBa5FeGQY,4.0,Fee,At The Roxy (Atlanta  93),https://i.scdn.co/image/3872213aedca03c0510f453c54c3948b5b1fb014,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.512,0.891,2.0,-9.081,0.0,0.0387,0.707,0.88,0.715,0.702,90.935,4ESV4IQf3WRRiJWlpco9DI,533200.0,4.0,0Pab6zdffph0qRBa5FeGQY,5.0,Maze,At The Roxy (Atlanta  93),https://i.scdn.co/image/3872213aedca03c0510f453c54c3948b5b1fb014,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.395,0.651,2.0,-9.199,1.0,0.0494,0.826,0.118,0.454,0.397,165.95,6XNlEL0x68KHKcREiCSWrL,335400.0,4.0,0Pab6zdffph0qRBa5FeGQY,6.0,Colonel Forbin's Ascent,At The Roxy (Atlanta  93),https://i.scdn.co/image/3872213aedca03c0510f453c54c3948b5b1fb014,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.322,0.428,9.0,-14.745,0.0,0.0517,0.888,0.402,0.367,0.204,87.207,0wciCuapnP5Mtrc0d5I0MK,809067.0,4.0,0Pab6zdffph0qRBa5FeGQY,7.0,Fly Famous Mockingbird,At The Roxy (Atlanta  93),https://i.scdn.co/image/3872213aedca03c0510f453c54c3948b5b1fb014,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.345,0.782,0.0,-9.324,1.0,0.0839,0.816,0.0406,0.706,0.758,148.984,4Lo0NKwzQmCrS0S0mI2Ao4,248147.0,4.0,0Pab6zdffph0qRBa5FeGQY,8.0,Sparkle,At The Roxy (Atlanta  93),https://i.scdn.co/image/3872213aedca03c0510f453c54c3948b5b1fb014,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
0.408,0.544,7.0,-10.485,1.0,0.0303,0.797,0.72,0.696,0.169,92.904,4CNoS0DAkcu3WAmoNZRVfc,410320.0,4.0,0Pab6zdffph0qRBa5FeGQY,9.0,"My Friend, My Friend",At The Roxy (Atlanta  93),https://i.scdn.co/image/3872213aedca03c0510f453c54c3948b5b1fb014,1993,1993.0,https://i.scdn.co/image/78057c8a3385c067a5b756e803248e17c9fc03d8
